id,"title","link","district","bizcircle","tagList",onsale,"validdate"
1111027373710,"大经厂胡同","https://bj.lianjia.com/xiaoqu/1111027373710/","东城","地安门","",0,"2017-11-29 15:05:51"
1111027373711,"大件厂宿舍","https://bj.lianjia.com/xiaoqu/1111027373711/","海淀","公主坟","近地铁1号线万寿路站",1,"2017-11-29 15:34:29"
1111027373712,"大经厂西巷","https://bj.lianjia.com/xiaoqu/1111027373712/","东城","地安门","近地铁5号线北新桥站",0,"2017-11-29 15:06:38"
1111027373715,"大酱坊胡同","https://bj.lianjia.com/xiaoqu/1111027373715/","西城","西单","近地铁1号线天安门东站",0,"2017-11-29 14:43:18"
1111027373717,"定居胡同","https://bj.lianjia.com/xiaoqu/1111027373717/","西城","宣武门","近地铁4号线菜市口站",0,"2017-11-29 14:49:17"
1111027373718,"戴家胡同","https://bj.lianjia.com/xiaoqu/1111027373718/","东城","崇文门","近地铁5号线崇文门站",0,"2017-11-29 15:13:10"
1111027373719,"大江胡同","https://bj.lianjia.com/xiaoqu/1111027373719/","东城","崇文门","近地铁7号线珠市口站",0,"2017-11-29 15:13:11"
1111027373720,"豆角胡同","https://bj.lianjia.com/xiaoqu/1111027373720/","东城","地安门","",0,"2017-11-29 15:04:30"
1111027373721,"大菊胡同","https://bj.lianjia.com/xiaoqu/1111027373721/","东城","东四","近地铁2号线东直门站",1,"2017-11-29 15:05:05"
1111027373722,"大井胡同","https://bj.lianjia.com/xiaoqu/1111027373722/","西城","六铺炕","近地铁8号线安德里北街站",7,"2017-11-29 14:30:42"
1111027373723,"大觉胡同","https://bj.lianjia.com/xiaoqu/1111027373723/","西城","西四","近地铁4号线平安里站",0,"2017-11-29 14:41:51"
1111027373726,"东经路","https://bj.lianjia.com/xiaoqu/1111027373726/","西城","陶然亭","近地铁7号线珠市口站",0,"2017-11-29 14:38:55"
1111027373728,"东经路19号院","https://bj.lianjia.com/xiaoqu/1111027373728/","西城","陶然亭","",0,"2017-11-29 14:36:38"
1111027373729,"东经路98号","https://bj.lianjia.com/xiaoqu/1111027373729/","西城","陶然亭","",1,"2017-11-29 14:36:55"
1111027373731,"东交民巷30号院","https://bj.lianjia.com/xiaoqu/1111027373731/","东城","前门","近地铁2号线宣武门站",0,"2017-11-29 15:04:36"
1111027373732,"东交民巷11号院","https://bj.lianjia.com/xiaoqu/1111027373732/","东城","前门","近地铁5号线崇文门站",0,"2017-11-29 15:04:23"
1111027373733,"东交民巷32号院","https://bj.lianjia.com/xiaoqu/1111027373733/","东城","前门","近地铁2号线前门站",1,"2017-11-29 15:00:43"
1111027373735,"电建南院","https://bj.lianjia.com/xiaoqu/1111027373735/","朝阳","定福庄","近地铁八通线传媒大学站",1,"2017-11-29 14:10:22"
1111027373736,"动街区","https://bj.lianjia.com/xiaoqu/1111027373736/","海淀","西三旗","近地铁8号线育新站",0,"2017-11-29 15:35:09"
1111027373737,"东架松","https://bj.lianjia.com/xiaoqu/1111027373737/","朝阳","潘家园","近地铁10号线潘家园站",2,"2017-11-29 14:14:19"
1111027373738,"点击未来","https://bj.lianjia.com/xiaoqu/1111027373738/","朝阳","望京","近地铁14号线(东段)望京南站",1,"2017-11-29 14:01:40"
1111027373740,"道家园","https://bj.lianjia.com/xiaoqu/1111027373740/","朝阳","甜水园","近地铁6号线金台路站",11,"2017-11-29 13:57:56"
1111027373742,"东景苑","https://bj.lianjia.com/xiaoqu/1111027373742/","朝阳","华威桥","近地铁10号线潘家园站",5,"2017-11-29 14:07:47"
1111027373743,"都景苑","https://bj.lianjia.com/xiaoqu/1111027373743/","海淀","牡丹园","近地铁10号线健德门站",5,"2017-11-29 15:25:45"
1111027373748,"缎库胡同","https://bj.lianjia.com/xiaoqu/1111027373748/","东城","东单","近地铁1号线天安门东站",0,"2017-11-29 15:07:57"
1111027373749,"地壳所","https://bj.lianjia.com/xiaoqu/1111027373749/","海淀","安宁庄","",4,"2017-11-29 15:32:29"
1111027373750,"大六部口","https://bj.lianjia.com/xiaoqu/1111027373750/","西城","西单","近地铁1号线西单站",1,"2017-11-29 14:31:27"
1111027373751,"动力厂宿舍","https://bj.lianjia.com/xiaoqu/1111027373751/","海淀","安宁庄","",3,"2017-11-29 15:36:28"
1111027373753,"大龙公寓","https://bj.lianjia.com/xiaoqu/1111027373753/","朝阳","安贞","近地铁5号线和平里北街站",1,"2017-11-29 14:11:04"
1111027373754,"大力胡同","https://bj.lianjia.com/xiaoqu/1111027373754/","西城","宣武门","近地铁7号线珠市口站",0,"2017-11-29 14:49:18"
1111027373755,"登莱胡同","https://bj.lianjia.com/xiaoqu/1111027373755/","西城","牛街","近地铁7号线广安门内站",0,"2017-11-29 14:42:27"
1111027373756,"东领鉴筑","https://bj.lianjia.com/xiaoqu/1111027373756/","朝阳","定福庄","近地铁八通线传媒大学站",4,"2017-11-29 14:02:10"
1111027373757,"灯笼库胡同","https://bj.lianjia.com/xiaoqu/1111027373757/","东城","东单","近地铁1号线天安门东站",1,"2017-11-29 15:02:42"
1111027373759,"东罗圈胡同","https://bj.lianjia.com/xiaoqu/1111027373759/","东城","金宝街","近地铁5号线灯市口站",0,"2017-11-29 15:01:44"
1111027373760,"东罗圈胡同北","https://bj.lianjia.com/xiaoqu/1111027373760/","东城","金宝街","近地铁5号线灯市口站",0,"2017-11-29 15:05:28"
1111027373761,"东罗圈胡同西","https://bj.lianjia.com/xiaoqu/1111027373761/","东城","金宝街","近地铁5号线灯市口站",0,"2017-11-29 15:03:02"
1111027373762,"大柳树13号院","https://bj.lianjia.com/xiaoqu/1111027373762/","海淀","白石桥","",2,"2017-11-29 15:33:16"
1111027373763,"大柳树3号院","https://bj.lianjia.com/xiaoqu/1111027373763/","海淀","白石桥","",0,"2017-11-29 15:36:38"
1111027373764,"大柳树5号院","https://bj.lianjia.com/xiaoqu/1111027373764/","海淀","白石桥","",1,"2017-11-29 15:34:48"
1111027373765,"大柳树7号院","https://bj.lianjia.com/xiaoqu/1111027373765/","海淀","白石桥","",1,"2017-11-29 15:38:22"
1111027373766,"大柳树9号院","https://bj.lianjia.com/xiaoqu/1111027373766/","海淀","白石桥","",0,"2017-11-29 15:39:30"
1111027373768,"大柳树甲17号院","https://bj.lianjia.com/xiaoqu/1111027373768/","海淀","白石桥","",1,"2017-11-29 15:37:28"
1111027373769,"大柳树甲17号院平房","https://bj.lianjia.com/xiaoqu/1111027373769/","海淀","白石桥","",0,"2017-11-29 15:46:52"
1111027373770,"电力宿舍","https://bj.lianjia.com/xiaoqu/1111027373770/","海淀","清河","",2,"2017-11-29 15:31:57"
1111027373772,"东廊下12号院","https://bj.lianjia.com/xiaoqu/1111027373772/","西城","官园","近地铁4号线平安里站",0,"2017-11-29 14:44:57"
1111027373773,"东廊下胡同","https://bj.lianjia.com/xiaoqu/1111027373773/","西城","官园","近地铁2号线积水潭站",0,"2017-11-29 14:43:44"
1111027373774,"东柳西里","https://bj.lianjia.com/xiaoqu/1111027373774/","朝阳","双桥","近地铁八通线双桥站",4,"2017-11-29 14:02:09"
1111027373779,"东门仓胡同","https://bj.lianjia.com/xiaoqu/1111027373779/","东城","朝阳门内","近地铁2号线东四十条站",0,"2017-11-29 15:08:15"
1111027373781,"东煤厂胡同","https://bj.lianjia.com/xiaoqu/1111027373781/","西城","地安门","近地铁6号线北海北站",0,"2017-11-29 14:45:46"
1111027373782,"大木仓胡同35号","https://bj.lianjia.com/xiaoqu/1111027373782/","西城","金融街","近地铁4号线灵境胡同站",0,"2017-11-29 14:36:40"
1111027373783,"东门仓胡同甲3号院","https://bj.lianjia.com/xiaoqu/1111027373783/","东城","朝阳门内","近地铁2号线东四十条站",0,"2017-11-29 15:02:50"
1111027373785,"东棉花胡同","https://bj.lianjia.com/xiaoqu/1111027373785/","东城","地安门","近地铁6号线南锣鼓巷站",0,"2017-11-29 15:03:19"
1111027373786,"东棉花胡同2号院","https://bj.lianjia.com/xiaoqu/1111027373786/","东城","地安门","近地铁6号线南锣鼓巷站",0,"2017-11-29 15:02:28"
1111027373787,"大帽胡同","https://bj.lianjia.com/xiaoqu/1111027373787/","西城","西四","近地铁2号线积水潭站",0,"2017-11-29 14:43:19"
1111027373797,"大泥湾","https://bj.lianjia.com/xiaoqu/1111027373797/","海淀","中关村","近地铁10号线知春里站",2,"2017-11-29 15:30:15"
1111027373798,"东南小区","https://bj.lianjia.com/xiaoqu/1111027373798/","海淀","中关村","近地铁4号线海淀黄庄站",21,"2017-11-29 15:23:36"
1111027373799,"东南园","https://bj.lianjia.com/xiaoqu/1111027373799/","西城","宣武门","近地铁2号线和平门站",0,"2017-11-29 14:35:23"
1111027373800,"东南园平房","https://bj.lianjia.com/xiaoqu/1111027373800/","西城","宣武门","近地铁7号线虎坊桥站",0,"2017-11-29 14:47:19"
1111027373802,"东平里","https://bj.lianjia.com/xiaoqu/1111027373802/","朝阳","首都机场","",6,"2017-11-29 14:06:52"
1111027373803,"东枪厂胡同","https://bj.lianjia.com/xiaoqu/1111027373803/","西城","西四","近地铁2号线积水潭站",0,"2017-11-29 14:42:43"
1111027373804,"丹青府","https://bj.lianjia.com/xiaoqu/1111027373804/","海淀","田村","",6,"2017-11-29 15:26:54"
1111027373805,"丹青府圣华园","https://bj.lianjia.com/xiaoqu/1111027373805/","海淀","田村","",0,"2017-11-29 15:43:25"
1111027373806,"东区国际","https://bj.lianjia.com/xiaoqu/1111027373806/","朝阳","红庙","",10,"2017-11-29 13:59:12"
1111027373807,"大齐家胡同","https://bj.lianjia.com/xiaoqu/1111027373807/","西城","崇文门","近地铁1号线王府井站",0,"2017-11-29 14:52:54"
1111027373809,"大钱市胡同","https://bj.lianjia.com/xiaoqu/1111027373809/","西城","西直门","近地铁2号线积水潭站",1,"2017-11-29 14:34:19"
1111027373810,"大钱市胡同内平房","https://bj.lianjia.com/xiaoqu/1111027373810/","西城","西直门","近地铁2号线西直门站",0,"2017-11-29 14:52:55"
1111027373812,"东润枫景二期","https://bj.lianjia.com/xiaoqu/1111027373812/","朝阳","朝阳公园","近地铁14号线(东段)东风北桥站",1,"2017-11-29 14:04:28"
1111027373813,"东润枫景三期","https://bj.lianjia.com/xiaoqu/1111027373813/","朝阳","朝阳公园","近地铁14号线(东段)东风北桥站",5,"2017-11-29 13:59:27"
1111027373814,"东润枫景一期","https://bj.lianjia.com/xiaoqu/1111027373814/","朝阳","朝阳公园","",2,"2017-11-29 14:04:05"
1111027373815,"东冉家园","https://bj.lianjia.com/xiaoqu/1111027373815/","海淀","西山","",0,"2017-11-29 15:41:37"
1111027373818,"东绒线胡同","https://bj.lianjia.com/xiaoqu/1111027373818/","西城","西单","近地铁2号线和平门站",0,"2017-11-29 14:45:47"
1111027373820,"叠墅","https://bj.lianjia.com/xiaoqu/1111027373820/","朝阳","高碑店","",4,"2017-11-29 14:14:02"
1111027373822,"大石碑胡同","https://bj.lianjia.com/xiaoqu/1111027373822/","西城","六铺炕","近地铁2号线积水潭站",0,"2017-11-29 14:42:57"
1111027373823,"东四八条","https://bj.lianjia.com/xiaoqu/1111027373823/","东城","东四","近地铁2号线东四十条站",0,"2017-11-29 15:05:16"
1111027373824,"东石槽胡同","https://bj.lianjia.com/xiaoqu/1111027373824/","东城","建国门内","近地铁5号线灯市口站",0,"2017-11-29 15:07:58"
1111027373825,"灯市东口","https://bj.lianjia.com/xiaoqu/1111027373825/","东城","金宝街","近地铁5号线灯市口站",0,"2017-11-29 15:07:59"
1111027373828,"东四二条","https://bj.lianjia.com/xiaoqu/1111027373828/","东城","东四","近地铁5号线张自忠路站",1,"2017-11-29 15:02:46"
1111027373829,"东四二条11号院","https://bj.lianjia.com/xiaoqu/1111027373829/","东城","东四","近地铁5号线东四站",0,"2017-11-29 15:04:19"
1111027373830,"东四二条13号院","https://bj.lianjia.com/xiaoqu/1111027373830/","东城","东四","近地铁5号线东四站",0,"2017-11-29 15:08:58"
1111027373843,"大石虎胡同","https://bj.lianjia.com/xiaoqu/1111027373843/","西城","地安门","近地铁6号线北海北站",0,"2017-11-29 14:45:49"
1111027373844,"东三环南路","https://bj.lianjia.com/xiaoqu/1111027373844/","朝阳","双井","近地铁10号线劲松站",2,"2017-11-29 14:13:18"
1111027373846,"都市经典家园","https://bj.lianjia.com/xiaoqu/1111027373846/","朝阳","甘露园","近地铁1号线四惠东站",8,"2017-11-29 14:03:11"
1111027373848,"东水井胡同","https://bj.lianjia.com/xiaoqu/1111027373848/","东城","朝阳门内","近地铁1号线王府井站",1,"2017-11-29 14:59:47"
1111027373849,"东四九条","https://bj.lianjia.com/xiaoqu/1111027373849/","东城","东四","近地铁1号线王府井站",0,"2017-11-29 15:07:30"
1111027373850,"德胜佳苑","https://bj.lianjia.com/xiaoqu/1111027373850/","西城","德胜门","近地铁2号线积水潭站",1,"2017-11-29 14:26:53"
1111027373851,"灯市口北巷","https://bj.lianjia.com/xiaoqu/1111027373851/","东城","灯市口","近地铁5号线东四站",0,"2017-11-29 15:07:31"
1111027373852,"灯市口大街","https://bj.lianjia.com/xiaoqu/1111027373852/","东城","灯市口","近地铁5号线灯市口站",5,"2017-11-29 14:59:10"
1111027373853,"灯市口大街27号院","https://bj.lianjia.com/xiaoqu/1111027373853/","东城","灯市口","近地铁5号线张自忠路站",1,"2017-11-29 15:01:57"
1111027373855,"灯市口西街","https://bj.lianjia.com/xiaoqu/1111027373855/","东城","灯市口","近地铁1号线建国门站",3,"2017-11-29 15:00:30"
1111027373856,"灯市口西街5号院","https://bj.lianjia.com/xiaoqu/1111027373856/","东城","灯市口","近地铁5号线灯市口站",0,"2017-11-29 15:02:18"
1111027373858,"东四块玉北街","https://bj.lianjia.com/xiaoqu/1111027373858/","东城","左安门","近地铁5号线天坛东门站",1,"2017-11-29 15:00:06"
1111027373859,"东四块玉南街甲9号楼","https://bj.lianjia.com/xiaoqu/1111027373859/","东城","左安门","近地铁5号线天坛东门站",0,"2017-11-29 15:02:47"
1111027373860,"东四块玉南街2号院","https://bj.lianjia.com/xiaoqu/1111027373860/","东城","左安门","近地铁5号线天坛东门站",0,"2017-11-29 15:04:03"
1111027373861,"东四块玉南街30号院","https://bj.lianjia.com/xiaoqu/1111027373861/","东城","左安门","近地铁5号线天坛东门站",2,"2017-11-29 15:02:20"
1111027373862,"东四六条","https://bj.lianjia.com/xiaoqu/1111027373862/","东城","东四","近地铁5号线张自忠路站",0,"2017-11-29 15:05:30"
1111027373863,"德胜里西街3号院","https://bj.lianjia.com/xiaoqu/1111027373863/","西城","德胜门","",0,"2017-11-29 14:32:19"
1111027373864,"德胜里西街5号院","https://bj.lianjia.com/xiaoqu/1111027373864/","西城","德胜门","近地铁2号线积水潭站",0,"2017-11-29 14:33:17"
1111027373865,"德胜里一区","https://bj.lianjia.com/xiaoqu/1111027373865/","西城","德胜门","近地铁2号线积水潭站",5,"2017-11-29 14:27:33"
1111027373866,"德胜门内大街","https://bj.lianjia.com/xiaoqu/1111027373866/","西城","西四","近地铁4号线平安里站",0,"2017-11-29 14:41:26"
1111027373867,"德胜门内大街265号","https://bj.lianjia.com/xiaoqu/1111027373867/","西城","西四","近地铁4号线平安里站",0,"2017-11-29 14:38:11"
1111027373873,"德胜门西大街64号","https://bj.lianjia.com/xiaoqu/1111027373873/","西城","新街口","近地铁2号线积水潭站",2,"2017-11-29 14:32:39"
1111027373874,"德胜门西大街74号","https://bj.lianjia.com/xiaoqu/1111027373874/","西城","西直门","近地铁2号线西直门站",0,"2017-11-29 14:33:00"
1111027373875,"德胜门西大街甲5号","https://bj.lianjia.com/xiaoqu/1111027373875/","海淀","新街口","近地铁2号线积水潭站",4,"2017-11-29 15:30:14"
1111027373876,"东四南大街","https://bj.lianjia.com/xiaoqu/1111027373876/","东城","灯市口","近地铁1号线东单站",0,"2017-11-29 15:06:15"
1111027373881,"第三区","https://bj.lianjia.com/xiaoqu/1111027373881/","西城","马连道","近地铁7号线湾子站",3,"2017-11-29 14:28:40"
1111027373882,"大石桥胡同10号院","https://bj.lianjia.com/xiaoqu/1111027373882/","西城","六铺炕","近地铁2号线鼓楼大街站",1,"2017-11-29 14:32:05"
1111027373883,"大石桥胡同29号院","https://bj.lianjia.com/xiaoqu/1111027373883/","西城","六铺炕","近地铁2号线鼓楼大街站",0,"2017-11-29 14:35:25"
1111027373884,"大石桥胡同9号","https://bj.lianjia.com/xiaoqu/1111027373884/","西城","六铺炕","近地铁2号线鼓楼大街站",0,"2017-11-29 14:41:35"
1111027373886,"东四七条","https://bj.lianjia.com/xiaoqu/1111027373886/","东城","东四","近地铁1号线东单站",0,"2017-11-29 15:03:41"
1111027373887,"都市晴园","https://bj.lianjia.com/xiaoqu/1111027373887/","西城","右安门内","",1,"2017-11-29 14:31:51"
1111027373888,"东山墅","https://bj.lianjia.com/xiaoqu/1111027373888/","朝阳","朝阳公园","近地铁14号线(东段)东风北桥站",0,"2017-11-29 14:12:29"
1111027373889,"东四十二条","https://bj.lianjia.com/xiaoqu/1111027373889/","东城","东四","近地铁1号线建国门站",0,"2017-11-29 15:05:55"
1111027373890,"东四十二条21号院","https://bj.lianjia.com/xiaoqu/1111027373890/","东城","东四","近地铁5号线张自忠路站",0,"2017-11-29 15:03:15"
1111027373891,"东松树胡同","https://bj.lianjia.com/xiaoqu/1111027373891/","西城","西单","近地铁1号线东单站",0,"2017-11-29 14:44:58"
1111027373892,"东松数胡同","https://bj.lianjia.com/xiaoqu/1111027373892/","西城","西单","近地铁2号线和平门站",0,"2017-11-29 14:49:19"
1111027373893,"德胜世嘉","https://bj.lianjia.com/xiaoqu/1111027373893/","西城","六铺炕","近地铁2号线鼓楼大街站",2,"2017-11-29 14:29:08"
1111027373894,"东四十四条","https://bj.lianjia.com/xiaoqu/1111027373894/","东城","东四","近地铁5号线北新桥站",0,"2017-11-29 15:05:02"
1111027373895,"东四十三条","https://bj.lianjia.com/xiaoqu/1111027373895/","东城","东四","近地铁5号线北新桥站",0,"2017-11-29 15:05:39"
1111027373896,"东四四条","https://bj.lianjia.com/xiaoqu/1111027373896/","东城","东四","近地铁5号线张自忠路站",1,"2017-11-29 15:01:26"
1111027373897,"东四十条","https://bj.lianjia.com/xiaoqu/1111027373897/","东城","东四","近地铁1号线王府井站",0,"2017-11-29 15:02:59"
1111027373898,"东四三条","https://bj.lianjia.com/xiaoqu/1111027373898/","东城","东四","近地铁1号线王府井站",0,"2017-11-29 15:06:39"
1111027373899,"东四十条甲100号院","https://bj.lianjia.com/xiaoqu/1111027373899/","东城","东四","近地铁5号线张自忠路站",0,"2017-11-29 15:01:28"
1111027373900,"东四十条甲34号院","https://bj.lianjia.com/xiaoqu/1111027373900/","东城","朝阳门内","近地铁2号线东四十条站",4,"2017-11-29 14:58:47"
1111027373901,"东四十一条","https://bj.lianjia.com/xiaoqu/1111027373901/","东城","东四","近地铁2号线东四十条站",0,"2017-11-29 15:02:11"
1111027373902,"东四头条","https://bj.lianjia.com/xiaoqu/1111027373902/","东城","东四","近地铁2号线东四十条站",0,"2017-11-29 15:11:05"
1111027373903,"都市网景","https://bj.lianjia.com/xiaoqu/1111027373903/","海淀","双榆树","近地铁10号线知春里站",3,"2017-11-29 15:28:10"
1111027373904,"东四五条","https://bj.lianjia.com/xiaoqu/1111027373904/","东城","东四","近地铁1号线东单站",0,"2017-11-29 15:06:08"
1111027373905,"东四西大街","https://bj.lianjia.com/xiaoqu/1111027373905/","东城","灯市口","近地铁5号线东四站",1,"2017-11-29 15:03:13"
1111027373906,"都市心海岸","https://bj.lianjia.com/xiaoqu/1111027373906/","朝阳","望京","近地铁14号线(东段)阜通站",6,"2017-11-29 13:59:46"
1111027373907,"东升园","https://bj.lianjia.com/xiaoqu/1111027373907/","海淀","五道口","近地铁13号线五道口站",18,"2017-11-29 15:27:00"
1111027373908,"德顺园","https://bj.lianjia.com/xiaoqu/1111027373908/","海淀","西山","",0,"2017-11-29 15:42:28"
1111027373909,"鼎盛园","https://bj.lianjia.com/xiaoqu/1111027373909/","东城","永定门","近地铁14号线(东段)景泰站",2,"2017-11-29 14:57:26"
1111027373913,"大山子北里","https://bj.lianjia.com/xiaoqu/1111027373913/","朝阳","大山子","近地铁14号线(东段)望京南站",6,"2017-11-29 14:08:11"
1111027373914,"大石作胡同","https://bj.lianjia.com/xiaoqu/1111027373914/","西城","西四","",0,"2017-11-29 14:45:50"
1111027373915,"大山子南里","https://bj.lianjia.com/xiaoqu/1111027373915/","朝阳","酒仙桥","近地铁14号线(东段)望京南站",2,"2017-11-29 14:10:36"
1111027373920,"大山子西里","https://bj.lianjia.com/xiaoqu/1111027373920/","朝阳","大山子","近地铁14号线(东段)望京南站",2,"2017-11-29 14:12:31"
1111027373922,"德胜置业","https://bj.lianjia.com/xiaoqu/1111027373922/","西城","六铺炕","",4,"2017-11-29 14:29:53"
1111027373923,"第三置业","https://bj.lianjia.com/xiaoqu/1111027373923/","朝阳","三元桥","近地铁机场线三元桥站",5,"2017-11-29 14:15:13"
1111027373924,"地坛北里","https://bj.lianjia.com/xiaoqu/1111027373924/","东城","和平里","近地铁5号线和平里北街站",6,"2017-11-29 14:56:31"
1111027373925,"地坛北门","https://bj.lianjia.com/xiaoqu/1111027373925/","东城","和平里","近地铁5号线和平里北街站",0,"2017-11-29 15:00:14"
1111027373926,"东土城路13号院","https://bj.lianjia.com/xiaoqu/1111027373926/","朝阳","和平里","近地铁13号线柳芳站",3,"2017-11-29 14:05:59"
1111027373927,"东土城路1号院","https://bj.lianjia.com/xiaoqu/1111027373927/","朝阳","和平里","近地铁13号线柳芳站",0,"2017-11-29 14:09:23"
1111027373928,"东土城路7号院","https://bj.lianjia.com/xiaoqu/1111027373928/","朝阳","和平里","近地铁13号线柳芳站",0,"2017-11-29 14:08:33"
1111027373929,"东土城路9号院","https://bj.lianjia.com/xiaoqu/1111027373929/","朝阳","和平里","近地铁13号线柳芳站",0,"2017-11-29 14:09:12"
1111027373930,"东土城路甲3号院","https://bj.lianjia.com/xiaoqu/1111027373930/","朝阳","和平里","近地铁13号线柳芳站",0,"2017-11-29 14:13:06"
1111027373932,"大糖房胡同","https://bj.lianjia.com/xiaoqu/1111027373932/","西城","西四","近地铁4号线西四站",0,"2017-11-29 14:42:44"
1111027373934,"东厅胡同","https://bj.lianjia.com/xiaoqu/1111027373934/","东城","崇文门","近地铁5号线磁器口站",0,"2017-11-29 15:13:56"
1111027373935,"东绦胡同","https://bj.lianjia.com/xiaoqu/1111027373935/","东城","安定门","近地铁2号线鼓楼大街站",0,"2017-11-29 15:07:07"
1111027373936,"东唐街","https://bj.lianjia.com/xiaoqu/1111027373936/","东城","崇文门","近地铁5号线磁器口站",0,"2017-11-29 15:13:12"
1111027373937,"东铁匠胡同","https://bj.lianjia.com/xiaoqu/1111027373937/","西城","金融街","近地铁1号线西单站",0,"2017-11-29 14:40:45"
1111027373939,"大屯里小区","https://bj.lianjia.com/xiaoqu/1111027373939/","朝阳","亚运村","近地铁15号线安立路站",15,"2017-11-29 13:58:19"
1111027373940,"东太平湖","https://bj.lianjia.com/xiaoqu/1111027373940/","西城","金融街","近地铁2号线长椿街站",0,"2017-11-29 14:51:31"
1111027373941,"东太平街","https://bj.lianjia.com/xiaoqu/1111027373941/","西城","金融街","近地铁1号线复兴门站",0,"2017-11-29 14:42:04"
1111027373942,"东桃园","https://bj.lianjia.com/xiaoqu/1111027373942/","西城","西直门","近地铁4号线新街口站",0,"2017-11-29 14:34:13"
1111027373943,"东堂子胡同","https://bj.lianjia.com/xiaoqu/1111027373943/","东城","建国门内","近地铁1号线东单站",4,"2017-11-29 15:00:45"
1111027373944,"东堂子胡同49号院","https://bj.lianjia.com/xiaoqu/1111027373944/","东城","建国门内","近地铁5号线灯市口站",0,"2017-11-29 15:06:03"
1111027373945,"东堂子胡同57号院","https://bj.lianjia.com/xiaoqu/1111027373945/","东城","建国门内","近地铁5号线灯市口站",0,"2017-11-29 15:05:45"
1111027373948,"东文昌胡同","https://bj.lianjia.com/xiaoqu/1111027373948/","西城","西单","近地铁1号线天安门西站",0,"2017-11-29 14:43:45"
1111027373949,"德外大街12号院","https://bj.lianjia.com/xiaoqu/1111027373949/","西城","六铺炕","近地铁2号线安定门站",1,"2017-11-29 14:32:24"
1111027373950,"德外大街2号院","https://bj.lianjia.com/xiaoqu/1111027373950/","西城","马甸","",0,"2017-11-29 14:30:26"
1111027373951,"德外大街4号院","https://bj.lianjia.com/xiaoqu/1111027373951/","西城","马甸","",0,"2017-11-29 14:33:44"
1111027373952,"德外大街甲22号","https://bj.lianjia.com/xiaoqu/1111027373952/","西城","六铺炕","",0,"2017-11-29 14:36:01"
